"chr","pos","mkr"
"7",88.4958293480893,"7_537"
"7",89.1190607836684,"7_540"
"7",90.7696919763299,"7_545"
"7",90.9941522560594,"7_547"
"7",91.6942997381034,"7_548"
"7",91.8456568164743,"7_549"
"7",92.4189999811688,"7_553"
"7",95.6761530562637,"7_571"
"7",96.6856962628508,"7_577"
"7",97.126731906067,"7_580"
"7",97.5290505624909,"7_583"
"7",98.9745493436763,"7_595"
"7",98.9888190958391,"7_596"
"8",0,"8_1"
"8",0.230616573399148,"8_6"
"8",1.61903891309069,"8_11"
"8",1.66547864362277,"8_12"
"8",1.81118161243111,"8_13"
"8",1.82926653366433,"8_14"
"8",2.11463149529523,"8_17"
"8",2.40915302661526,"8_21"
"8",3.79116599369774,"8_29"
"8",4.15640257752766,"8_32"
"8",4.37142294908987,"8_34"
"8",4.86941661559606,"8_37"
"8",5.05355975365493,"8_39"
"8",5.2594658980979,"8_40"
"8",5.3393009862327,"8_41"
"8",7.17001543331187,"8_52"
"8",7.37653843667515,"8_53"
"8",7.89054108042621,"8_58"
"8",8.07979357610459,"8_59"
"8",8.19934399530217,"8_60"
"8",11.1498147295333,"8_77"
"8",11.7329286618005,"8_80"
"8",12.4330896150461,"8_84"
"8",14.6406769459422,"8_93"
"8",17.6114263749154,"8_111"
"8",17.9008609840075,"8_115"
"8",18.654317673911,"8_122"
"8",18.9464008164452,"8_124"
"8",19.4407917467375,"8_129"
"8",20.5415178787101,"8_135"
"8",22.4944701187362,"8_145"
"8",22.8987341025485,"8_148"
"8",23.8050207444651,"8_153"
"8",25.3880863548184,"8_159"
"8",26.082618810342,"8_163"
"8",26.0935299429103,"8_165"
"8",28.1159895166188,"8_173"
"8",28.261443259706,"8_174"
"8",30.3136360128638,"8_185"
"8",30.601849843586,"8_186"
"8",31.1243812688184,"8_195"
"8",33.8749510899916,"8_207"
"8",34.0220336136651,"8_208"
"8",34.2915534601706,"8_213"
"8",34.614140819937,"8_218"
"8",37.4054807633503,"8_235"
"8",38.4462071666711,"8_241"
"8",38.5750670704403,"8_243"
"8",39.3561077891985,"8_247"
"8",39.4951035697917,"8_251"
"8",42.3648840355905,"8_268"
"8",43.3879336689475,"8_274"
"8",43.8862535699929,"8_277"
"8",43.9433866729077,"8_278"
"8",48.9424578994083,"8_299"
"8",49.3393792851839,"8_303"
"8",49.4970854380703,"8_305"
"8",50.0063543207805,"8_308"
"8",52.2300169734096,"8_316"
"8",53.5247551660111,"8_319"
"8",53.6183020466846,"8_323"
"8",55.5851511961962,"8_336"
"8",55.9481752295676,"8_339"
"8",56.337236564942,"8_344"
"8",57.5702727911494,"8_351"
"8",58.5934230482671,"8_354"
"8",60.3192905175138,"8_363"
"8",60.6352028157321,"8_366"
"8",61.4586218379807,"8_369"
"8",61.6558999003233,"8_370"
"8",61.9080554419853,"8_374"
"8",62.2919641279433,"8_377"
"8",63.3154068991128,"8_383"
"8",63.3378707530431,"8_384"
"8",66.1647645611528,"8_397"
"8",66.8321840778949,"8_402"
"8",67.9040090316934,"8_411"
"8",71.2950412534256,"8_422"
"8",72.7890206945547,"8_429"
"8",73.2697036258822,"8_432"
"8",74.1087474255353,"8_438"
"8",75.0952112842613,"8_443"
"8",75.5060017011406,"8_449"
"8",76.3701641311636,"8_453"
"8",76.5718740457967,"8_457"
"8",76.6950038233409,"8_460"
"8",76.8710139908295,"8_462"
"8",76.8779400072167,"8_463"
"8",76.8999955938381,"8_464"
"8",76.9260585313991,"8_465"
"8",77.0484497850536,"8_468"
"8",77.5925286821771,"8_470"
"8",78.5787348706807,"8_475"
"8",79.6619838562928,"8_483"
"8",80.6608619096177,"8_488"
"8",80.7879083686406,"8_489"
"8",82.6395446416418,"8_500"
"8",83.0938599384685,"8_501"
"8",84.0874199888376,"8_516"
"8",84.2074982535764,"8_517"
"8",84.6472821202452,"8_520"
"8",84.9904033526586,"8_522"
"8",86.0592288095421,"8_528"
"8",87.4474635593038,"8_533"
"8",89.3765214671096,"8_545"
"8",90.1963958988671,"8_550"
"8",90.5238985603653,"8_555"
"8",93.0822478967748,"8_562"
"8",93.6393900172344,"8_567"
"8",93.9192249690411,"8_570"
"8",93.9498202269837,"8_571"
"8",94.2934707603094,"8_577"
"8",94.3693033607167,"8_579"
"8",96.331373245801,"8_581"
"8",97.7121413381646,"8_588"
"8",97.8946170445356,"8_590"
"8",98.3249306272495,"8_593"
"8",98.4111104589653,"8_594"
"8",99.436907748986,"8_598"
"8",99.8336489088371,"8_599"
"9",0.491610021213642,"9_4"
"9",1.61036422336324,"9_10"
"9",1.70002128897629,"9_13"
"9",1.73413189129533,"9_15"
"9",2.39009545119708,"9_18"
"9",3.50391298969469,"9_23"
"9",3.55702313665227,"9_24"
"9",3.85251097243666,"9_29"
"9",4.8007205432689,"9_38"
"9",5.37063574437342,"9_43"
"9",5.67699990681407,"9_44"
"9",5.69878144195571,"9_45"
"9",6.67176219846749,"9_50"
"9",8.36665213025522,"9_66"
"9",10.0265412467901,"9_79"
"9",10.2487969643787,"9_83"
"9",10.952730402453,"9_91"
"9",11.636621983567,"9_94"
"9",12.783524054915,"9_100"
"9",13.540356851671,"9_110"
"9",13.5547249916595,"9_111"
"9",13.7793141878441,"9_112"
"9",14.9871362783036,"9_116"
"9",15.2612236028666,"9_120"
"9",16.8296718703326,"9_130"
"9",17.3497672650823,"9_132"
"9",17.466958653893,"9_134"
"9",18.4845815249672,"9_138"
"9",19.0469630126406,"9_144"
"9",22.5251320911301,"9_159"
"9",22.983481289048,"9_161"
"9",23.0640027783413,"9_162"
"9",24.3201589822991,"9_168"
"9",26.6847435926976,"9_187"
"9",27.2053537286231,"9_189"
"9",27.7996433786324,"9_195"
"9",28.3757600210749,"9_200"
"9",28.5042828942707,"9_202"
"9",29.6368640302804,"9_211"
"9",29.6416975217841,"9_212"
"9",29.7637461541807,"9_215"
"9",29.9392772486842,"9_216"
"9",31.7011105856392,"9_226"
"9",31.8189040766045,"9_228"
"9",32.038746473106,"9_229"
"9",32.3175700588729,"9_231"
"9",32.4686540994591,"9_232"
"9",32.9377669136977,"9_234"
"9",33.9355008358758,"9_237"
"9",37.0730835720507,"9_251"
"9",37.1179760288354,"9_252"
"9",38.6859916302986,"9_258"
"9",39.5965434970381,"9_264"
"9",40.2714665454243,"9_267"
"9",40.7260426260555,"9_272"
"9",40.7675150553013,"9_273"
"9",41.4523990889992,"9_277"
"9",42.8415731149751,"9_288"
"9",43.7327134507897,"9_296"
"9",43.760702255392,"9_297"
"9",45.7732323916962,"9_310"
"9",47.9043796864069,"9_321"
"9",48.8743491588572,"9_327"
"9",49.0888625470417,"9_329"
"9",52.2519598214827,"9_348"
"9",57.1069224742233,"9_370"
"9",57.1968122532735,"9_371"
"9",61.550050852315,"9_391"
"9",61.5719542505331,"9_392"
"9",64.6815888561824,"9_398"
"9",64.8771252179293,"9_399"
"9",65.3588057766593,"9_401"
"9",66.5498636981019,"9_405"
"9",66.7936387245981,"9_407"
"9",68.913517340341,"9_422"
"9",70.2277087140861,"9_430"
"9",70.8247908680654,"9_433"
"9",71.1146069333248,"9_436"
"9",71.3728708913469,"9_438"
"9",72.7121393849697,"9_444"
"9",73.7077708235923,"9_448"
"9",74.0530147642553,"9_452"
"9",74.7038511318787,"9_457"
"9",74.7235561282205,"9_458"
"9",75.7678390218987,"9_461"
"9",76.0630253559065,"9_462"
"9",77.5251130923765,"9_471"
"9",77.8934733430284,"9_477"
"9",78.1961955935416,"9_479"
"9",80.4628798481257,"9_485"
"9",82.4371971804324,"9_495"
"9",83.009240094797,"9_499"
"9",83.2553342400241,"9_500"
"9",83.547125210519,"9_501"
"9",83.5526490568938,"9_502"
"9",83.638877807768,"9_503"
"9",83.7316376552023,"9_504"
"9",84.0525697309239,"9_507"
"9",84.8990823965311,"9_512"
"9",85.640558304847,"9_515"
"9",86.7940264308414,"9_519"
"9",87.2209974071943,"9_523"
"9",87.4132064320383,"9_527"
"9",87.6081221559717,"9_528"
"9",88.6816172740363,"9_531"
"9",89.5029350676891,"9_538"
"9",89.5166435483813,"9_539"
"9",89.6338036721566,"9_541"
"9",89.6675630476076,"9_542"
"9",90.1025473773765,"9_545"
"9",93.3889240378757,"9_562"
"9",94.5518778957182,"9_564"
"9",95.0412631316519,"9_566"
"9",95.7949209712408,"9_572"
"9",95.8541000627959,"9_573"
"9",96.2356336224723,"9_576"
"9",96.7212534805729,"9_583"
"9",97.6713395901284,"9_590"
"9",98.9156273376267,"9_596"
"9",99.4988386164067,"9_599"
"10",0,"10_1"
"10",1.34960355342683,"10_6"
"10",3.30239816566392,"10_21"
"10",4.05219825545781,"10_30"
"10",4.12453872104504,"10_31"
"10",4.1907481288798,"10_34"
"10",6.86566897312056,"10_45"
"10",7.0324059213265,"10_46"
"10",7.12859568262096,"10_48"
"10",7.4329417992913,"10_49"
"10",7.49036862182628,"10_50"
"10",8.36638958911201,"10_53"
"10",8.73983060176613,"10_56"
"10",8.81343514033973,"10_58"
"10",8.90603430899878,"10_59"
"10",9.14639164951267,"10_62"
"10",9.43474470417914,"10_65"
"10",10.2213325831799,"10_70"
"10",11.1124617215384,"10_77"
"10",11.4883787748664,"10_79"
"10",11.7017045912115,"10_81"
"10",14.4204691164174,"10_95"
"10",15.6320906538802,"10_105"
"10",16.4437159935034,"10_112"
"10",16.8924036996749,"10_116"
"10",17.1840008718429,"10_119"
"10",18.9670558827162,"10_132"
"10",19.1431594303378,"10_136"
"10",19.1944599490901,"10_137"
"10",19.9154151236623,"10_141"
"10",20.8031702485052,"10_146"
"10",21.0415476218894,"10_148"
"10",21.1097699924125,"10_149"
"10",21.2042337491761,"10_150"
"10",22.3527699871465,"10_159"
"10",23.079106529244,"10_167"
"10",23.2155745337385,"10_168"
"10",23.5396601352667,"10_169"
"10",23.5559595685371,"10_170"
"10",24.2047997038529,"10_174"
"10",24.5194809780793,"10_179"
"10",24.5374529659039,"10_180"
"10",24.7152329773643,"10_182"
"10",27.3253984264126,"10_185"
"10",28.2941401179546,"10_193"
"10",29.0765944695582,"10_202"
"10",29.2583988226723,"10_204"
"10",30.384618853767,"10_209"
"10",31.6550007239372,"10_220"
"10",32.0641833347798,"10_222"
"10",33.9343471803626,"10_228"
"10",35.4432650849733,"10_232"
"10",38.1464318344662,"10_246"
"10",38.2756169137683,"10_249"
"10",38.556519378841,"10_251"
"10",38.6013466482363,"10_252"
"10",38.7853558101129,"10_254"
"10",39.5518633250152,"10_259"
"10",39.6309164900373,"10_260"
"10",40.0296360010212,"10_264"
"10",43.4025879375221,"10_280"
"10",44.4224108911164,"10_286"
"10",45.5497932220595,"10_291"
"10",45.9650759196574,"10_295"
"10",46.6724934718685,"10_304"
"10",47.5448116587634,"10_310"
"10",47.9287541421207,"10_312"
"10",51.7039007216608,"10_326"
"10",52.0955130187269,"10_328"
"10",55.4259719090948,"10_342"
"10",56.7631478723232,"10_351"
"10",57.4339902653923,"10_355"
"10",57.5259815292991,"10_356"
"10",58.1646831963327,"10_358"
"10",58.3401414873732,"10_361"
"10",58.5231412627981,"10_366"
"10",60.5935864819542,"10_373"
"10",62.3506472536775,"10_381"
"10",64.6945263794343,"10_394"
"10",65.0639430252236,"10_397"
"10",65.2031859467354,"10_398"
"10",65.7863789614614,"10_405"
"10",66.8613589919334,"10_416"
"10",69.5804475953646,"10_431"
"10",71.0830192885639,"10_436"
"10",72.2082864449304,"10_441"
"10",72.2161611552525,"10_442"
"10",72.2880260941986,"10_444"
"10",72.6894233098286,"10_448"
"10",73.6419021529309,"10_455"
"10",74.0059499944364,"10_456"
"10",74.0754956787018,"10_457"
"10",74.1058571311368,"10_458"
"10",74.6220192266499,"10_466"
"10",76.4804710805685,"10_471"
"10",77.5798714181827,"10_480"
"10",78.6066483019001,"10_488"
"10",78.7712553035234,"10_491"
"10",79.5727382426071,"10_497"
"10",80.0523749715745,"10_500"
"10",80.1605093161023,"10_502"
"10",81.2323508355907,"10_508"
"10",81.9092919382229,"10_509"
"10",83.0413024939219,"10_519"
"10",84.9513799367151,"10_526"
"10",85.267739152178,"10_530"
"10",85.8061027871107,"10_536"
"10",85.9338878682483,"10_539"
"10",86.5127780851461,"10_543"
"10",86.9024986160126,"10_545"
"10",89.0524065738484,"10_554"
"10",89.0621868266668,"10_555"
"10",89.5511160934745,"10_561"
"10",91.0568351750824,"10_565"
"10",95.7550350284034,"10_580"
"10",96.4786860494276,"10_581"
"10",96.6524551193447,"10_583"
"10",98.4467535576801,"10_593"
"10",99.0051756810126,"10_597"
"10",99.5316536018316,"10_598"
"11",0.499848716079181,"11_3"
"11",1.12677196758741,"11_10"
"11",1.21535802524619,"11_11"
"11",1.58803487383202,"11_12"
"11",1.61595482354131,"11_14"
"11",1.82489582057573,"11_15"
"11",3.24074815144203,"11_24"
"11",4.13523119412801,"11_28"
"11",4.22010001351941,"11_29"
"11",4.46519695867249,"11_33"
"11",4.59815039247285,"11_35"
"11",4.89718818744055,"11_40"
"11",5.6440760878257,"11_50"
"11",6.17587325310488,"11_52"
"11",6.51233465493177,"11_54"
"11",6.54115561631751,"11_55"
"11",8.32002517571143,"11_63"
"11",8.74614759287149,"11_64"
"11",11.8245898434306,"11_72"
"11",11.9807964659381,"11_74"
"11",12.0846522490301,"11_77"
"11",12.5087208076545,"11_80"
"11",12.8427163740989,"11_83"
"11",13.200876874641,"11_87"
"11",13.3338620626021,"11_88"
"11",13.7977551779077,"11_93"
"11",13.9682514488721,"11_95"
"11",14.0982778327251,"11_99"
"11",14.8323397204572,"11_102"
"11",14.869597497147,"11_103"
"11",15.1297258811608,"11_107"
"11",15.5450806934332,"11_114"
"11",16.2606480800248,"11_117"
"11",16.6680013269166,"11_120"
"11",18.5063015580181,"11_132"
"11",18.758566542176,"11_134"
"11",20.6895887850771,"11_142"
"11",21.1109893837369,"11_143"
"11",21.2766074186624,"11_144"
"11",26.8579508051982,"11_175"
"11",26.8968083274168,"11_176"
"11",27.4607601722712,"11_179"
"11",29.3135567125331,"11_194"
"11",29.8182823099439,"11_197"
"11",30.4743955679751,"11_202"
"11",30.5086016525055,"11_204"
"11",31.0011418972442,"11_206"
"11",31.6116693223888,"11_214"
"11",31.8096653030772,"11_216"
"11",32.2833237917488,"11_218"
"11",32.7242494695107,"11_222"
"11",32.7757773924525,"11_223"
"11",33.9915480145396,"11_231"
"11",36.5184606598069,"11_245"
"11",38.4252244420568,"11_251"
"11",39.0184363374069,"11_257"
"11",39.5924200312466,"11_260"
"11",39.9160786366064,"11_261"
"11",41.2608435416379,"11_264"
"11",41.8792004224527,"11_266"
"11",44.3219011366745,"11_285"
"11",44.5710807318752,"11_286"
"11",47.3071662135325,"11_295"
"11",47.965256419773,"11_300"
"11",49.5707029479647,"11_309"
"11",49.7158130173219,"11_312"
"11",49.751710120087,"11_314"
"11",53.3392039460253,"11_339"
"11",53.3414957363368,"11_340"
"11",53.3619602478256,"11_342"
"11",54.1433535527437,"11_350"
"11",54.7071435871445,"11_355"
"11",55.2270804928928,"11_360"
"11",56.0570150649566,"11_369"
"11",56.2310707501716,"11_372"
"11",56.3309374096431,"11_374"
"11",57.9772085345768,"11_381"
"11",58.5035002041753,"11_384"
"11",58.6541065282217,"11_387"
"11",59.9842422847412,"11_397"
"11",60.6398218144804,"11_402"
"11",61.2311820998098,"11_404"
"11",61.5417635314214,"11_405"
"11",61.9635984793175,"11_407"
"11",62.4178501989343,"11_409"
"11",62.5999933692639,"11_410"
"11",65.2270756151425,"11_416"
"11",65.6851792228691,"11_418"
"11",66.3035088781054,"11_419"
"11",67.6840022536056,"11_425"
"11",68.910606650253,"11_435"
"11",69.6065064037803,"11_437"
"11",72.7869322339049,"11_453"
"11",74.6830699366132,"11_457"
"11",75.123177472877,"11_461"
"11",75.1774430688585,"11_462"
"11",75.2863000797506,"11_463"
"11",75.3005512865813,"11_464"
"11",80.298786775721,"11_493"
"11",83.0099212173429,"11_506"
"11",83.6698029497082,"11_513"
"11",83.903739686721,"11_516"
"11",84.2352110951375,"11_517"
"11",85.0270693998619,"11_519"
"11",85.0937226662814,"11_520"
"11",85.1179476661536,"11_521"
"11",85.1721068491219,"11_522"
"11",86.6481667660316,"11_525"
"11",86.9566240268033,"11_529"
"11",87.1166275010479,"11_535"
"11",87.901252646126,"11_538"
"11",88.2539184887903,"11_540"
"11",88.4465458675172,"11_542"
"11",88.5458591898673,"11_544"
"11",89.5488303010076,"11_549"
"11",90.8808824119676,"11_555"
"11",90.9716705344625,"11_556"
"11",91.1719566858101,"11_559"
"11",91.9822121345108,"11_568"
"11",93.1456626793986,"11_575"
"12",0.846018146679666,"12_6"
"12",1.89076337266614,"12_12"
"12",2.02816801744925,"12_13"
"12",2.11235462620216,"12_14"
"12",2.34503052054516,"12_15"
"12",4.1246057353571,"12_27"
"12",4.93442925254867,"12_32"
"12",5.56015706337962,"12_42"
"12",6.41430022408621,"12_45"
"12",6.4213720203042,"12_46"
"12",7.42485691694061,"12_53"
"12",8.40125160039578,"12_59"
"12",9.13767382410216,"12_65"
"12",11.3738491082135,"12_78"
"12",12.1066762457466,"12_82"
"12",12.5375302593682,"12_86"
"12",15.3809197660289,"12_101"
"12",16.3680983489591,"12_106"
"12",18.6420615297973,"12_121"
"12",20.3312604139675,"12_137"
"12",20.3952655950477,"12_139"
"12",20.4360650056674,"12_140"
"12",20.4957370769368,"12_141"
"12",20.7062991745159,"12_143"
"12",20.7144724410231,"12_144"
"12",21.7164563785681,"12_148"
"12",24.2356208579492,"12_160"
"12",24.5202239184725,"12_164"
"12",26.4449230012987,"12_175"
"12",27.639884170085,"12_181"
"12",27.6399173621508,"12_182"
"12",27.6548591569551,"12_183"
"12",29.6433060429533,"12_191"
"12",29.7253585482392,"12_192"
"12",30.1648804111345,"12_196"
"12",31.4890553192032,"12_199"
"12",31.8446544084822,"12_202"
"12",33.0474052001697,"12_212"
"12",33.3581667029477,"12_215"
"12",35.2731669661826,"12_227"
"12",35.5050121270034,"12_228"
"12",35.6618403164065,"12_229"
"12",35.7930152762129,"12_231"
"12",36.3496900381024,"12_234"
"12",37.5060677304163,"12_239"
"12",37.6437479530187,"12_245"
"12",39.3636118654708,"12_252"
"12",39.969507150489,"12_256"
"12",40.517611490537,"12_258"
"12",40.6593383094006,"12_259"
"12",41.6585339082227,"12_262"
"12",42.0737569742887,"12_268"
"12",42.4410708236887,"12_271"
"12",43.7831095303615,"12_276"
"12",43.9168162105357,"12_278"
"12",44.0187701871919,"12_280"
"12",44.4766554330182,"12_281"
"12",45.693489768573,"12_288"
"12",46.7008945308444,"12_290"
"12",46.7500455711575,"12_291"
"12",47.3024836934519,"12_302"
"12",50.8344178982979,"12_317"
"12",52.3476186987655,"12_320"
"12",52.624621228923,"12_321"
"12",52.6817978667761,"12_322"
"12",53.4398107258822,"12_326"
"12",54.6402334340982,"12_330"
"12",57.4928681008668,"12_342"
"12",57.498224796827,"12_343"
"12",58.4629559955361,"12_345"
"12",62.4587699969722,"12_361"
"12",62.7772359733332,"12_364"
"12",62.8567230734885,"12_366"
"12",65.1627447350637,"12_376"
"12",67.7836519965584,"12_394"
"12",67.8032503807776,"12_395"
"12",67.8658613952768,"12_396"
"12",67.9357087645842,"12_397"
"12",68.2632624351616,"12_401"
"12",68.7451195711595,"12_403"
"12",70.7725708286185,"12_414"
"12",71.0217766438579,"12_417"
"12",71.1999923267631,"12_422"
"12",71.4893099149717,"12_426"
"12",72.5236385213469,"12_429"
"12",74.1187165360278,"12_439"
"12",74.1385510034159,"12_440"
"12",75.2664604459122,"12_446"
"12",75.6547760401127,"12_451"
"12",78.1844602230287,"12_466"
"12",79.3577719021834,"12_472"
"12",79.4304296612933,"12_473"
"12",79.7470170249605,"12_477"
"12",81.3545407719645,"12_489"
"12",83.5673641222098,"12_495"
"12",83.6206768519633,"12_496"
"12",83.6797083096796,"12_497"
"12",83.6882631387359,"12_498"
"12",84.1165987190466,"12_499"
"12",84.8547677083213,"12_507"
"12",85.656141678624,"12_512"
"12",86.0866088472212,"12_520"
"12",86.610396014349,"12_523"
"12",86.7138722678215,"12_526"
"12",87.9513858111394,"12_532"
"12",88.0150654058214,"12_533"
"12",89.1474158451963,"12_546"
"12",89.5164130179208,"12_550"
"12",90.5097408395939,"12_553"
"12",91.1503356611782,"12_558"
"12",91.5695186985909,"12_560"
"12",92.1698680397137,"12_564"
"12",93.3598126939106,"12_570"
"12",93.6998595234199,"12_571"
"12",94.4914355568642,"12_574"
"12",94.5542572235777,"12_575"
"12",95.225305538216,"12_580"
"12",95.5951263915997,"12_582"
"12",97.0404628925201,"12_592"
"12",98.6163892055125,"12_594"
